size, customer, years_trading, years_customer, turn_over, bop, credit_rating, employees, corporate_family, country, 	market, period, abc, ly_spend, budget_spend, curr_period_fc, last_period, curr_period_ly, weather_fc, make_budget_lp, make_budget_ply, make_budget, probability
M,5105,20,16,447445,92, ccc,4,n,sweden,flat,10,c,380329,31695,31695,29476,26307,fine,y,y,1,1.0
L,5106,17,5,959908,91, dd,9,n,norway,flat,10,b,652738,54395,27198,36445,46236,rain,y,y,0,1.0
M,5107,9,8,328214,83, c,3,n,norway,pitched,10,c,311804,25984,12992,18709,21047,rain,n,n,0,1.0
L,5108,19,12,2681949,91, b,26,n,finland,pitched,10,c,2386935,198912,159129,129293,129293,l-snow,n,y,0,1.0
M,5109,13,13,447203,61, dd,4,n,norway,flat,10,c,268322,22361,11181,19677,16547,rain,y,y,0,1.0
L,5110,20,19,1084192,17, bbb,10,n,norway,flat,10,b,661358,55114,27557,36375,47398,rain,y,n,0,1.0
M,5111,9,1,269020,46, bbb,2,n,uk,flat,10,c,139891,11658,9327,7578,7345,l-rain,n,y,0,1.0
L,5112,18,13,710167,98, bbb,7,n,sweden,pitched,10,c,511321,42611,42611,31106,36645,fine,n,n,0,1.0
M,5113,14,0,435363,61, c,4,n,norway,pitched,10,b,239450,19955,9978,14567,15166,rain,y,n,0,1.0
L,5114,14,4,1842313,78, cc,18,y,norway,pitched,10,c,1621236,135103,67552,83764,93222,rain,n,n,0,1.0
M,5115,17,11,335473,36, b,3,n,norway,flat,10,c,308636,25720,12860,22891,22377,rain,y,y,0,1.0
L,5116,18,3,4253703,39, ddd,42,n,norway,flat,10,a,3743259,311939,155970,271387,199641,rain,n,y,0,1.0
M,5117,5,2,343083,97, c,3,n,denmark,pitched,10,b,253882,21157,16926,15657,14387,l-snow,n,y,0,1.0
L,5118,19,0,1163259,65, bb,11,n,norway,flat,10,a,1081831,90153,45077,61304,68516,rain,n,y,0,1.0
M,5119,5,4,424532,58, ddd,4,n,sweden,pitched,10,b,386325,32194,32194,32194,28331,fine,n,n,1,1.0
L,5120,15,2,767673,26, ccc,7,n,sweden,pitched,10,c,614139,51179,51179,32755,34802,fine,n,y,0,1.0
M,5121,16,7,483045,12, bb,4,n,denmark,flat,10,c,260845,21738,17390,20651,21303,l-snow,y,n,0,1.0
L,5122,7,6,4463538,44, cc,44,y,finland,flat,10,b,2410311,200860,160688,198851,138593,l-snow,n,y,0,1.0
M,5123,6,1,447661,94, bb,4,n,finland,pitched,10,c,380512,31710,25368,22197,30759,l-snow,n,y,0,1.0
L,5124,17,7,4042283,61, c,40,y,finland,flat,10,c,3355095,279592,223673,229265,198510,l-snow,n,y,0,1.0
M,5125,6,5,314702,71, bb,3,n,denmark,pitched,10,b,270644,22554,18043,22329,15337,l-snow,n,y,1,1.0
L,5126,12,2,820153,15, bbb,8,n,denmark,pitched,10,a,410077,34174,27339,21188,32123,l-snow,n,n,0,1.0
M,5127,7,1,275669,83, c,2,n,denmark,flat,10,c,162645,13554,10843,12199,12334,l-snow,y,n,0,1.0
L,5128,12,8,4798704,75, bbb,47,n,denmark,flat,10,c,4174873,347907,278325,274846,323553,l-snow,n,n,0,1.0
M,5129,18,13,497267,86, ccc,4,n,sweden,pitched,10,b,407759,33980,33980,30922,21748,fine,y,n,1,1.0
L,5130,13,10,708848,15, cc,7,n,finland,pitched,10,c,680495,56708,45367,52172,56708,l-snow,n,n,0,1.0
M,5131,6,3,264804,61, cc,2,n,norway,flat,10,c,153587,12799,6400,11263,9088,rain,y,n,0,1.0
L,5132,14,10,2190785,32, b,21,n,norway,flat,10,b,1752628,146053,73027,131448,146053,rain,y,y,0,1.0
M,5133,7,0,403303,40, ddd,4,n,denmark,pitched,10,a,221817,18485,14788,16267,17931,l-snow,n,y,0,1.0
L,5134,18,6,4620880,95, bb,46,n,norway,flat,10,b,4205001,350417,175209,217259,231276,rain,n,y,0,1.0
M,5135,6,5,349104,93, ccc,3,n,norway,flat,10,b,310703,25892,12946,20196,22009,rain,y,n,0,1.0
L,5136,18,0,4937699,21, b,49,n,norway,pitched,10,c,4345176,362098,181049,318647,231743,rain,y,y,0,1.0
M,5137,20,11,264220,98, bb,2,n,finland,pitched,10,c,211376,17615,14092,13740,11098,l-snow,y,y,0,1.0
L,5138,8,1,1308243,36, c,13,n,sweden,flat,10,b,1268996,105750,105750,77198,65565,fine,y,y,0,1.0
M,5139,17,1,332954,16, d,3,n,uk,flat,10,c,276352,23030,18424,21418,14279,l-rain,y,y,1,0.9999757
L,5140,10,3,2774007,52, dd,27,n,norway,pitched,10,c,2052766,171064,85532,121456,109481,rain,n,n,0,1.0
M,5141,7,6,447430,42, ddd,4,n,denmark,flat,10,c,255036,21253,17003,14665,16578,l-snow,y,n,0,1.0
L,5142,5,0,2313971,12, dd,23,n,denmark,flat,10,c,1388383,115699,92559,75205,84460,l-snow,y,y,0,1.0
M,5143,6,0,312378,21, bbb,3,n,uk,pitched,10,b,274893,22908,18327,18098,18785,l-rain,y,y,0,1.0
L,5144,9,3,3898820,59, dd,38,y,finland,flat,10,c,2534233,211187,168949,173173,175285,l-snow,n,n,0,1.0
M,5145,7,3,376936,95, dd,3,n,sweden,pitched,10,c,203546,16963,16963,13401,15097,fine,y,n,1,1.0
L,5146,11,10,773326,25, d,7,n,finland,pitched,10,c,765593,63800,51040,61886,39556,l-snow,y,y,1,1.0
M,5147,12,4,358935,9, ccc,3,n,sweden,flat,10,b,330221,27519,27519,19814,17887,fine,y,n,0,1.0
L,5148,18,10,2821795,31, c,28,n,denmark,pitched,10,a,1777731,148145,118516,143700,139256,l-snow,n,n,1,1.0
M,5149,6,5,256990,13, b,2,n,sweden,pitched,10,c,233861,19489,19489,18514,16955,fine,n,y,1,1.0
L,5150,13,0,4986286,17, c,49,n,denmark,pitched,10,c,2543006,211918,169534,205560,131389,l-snow,n,y,0,1.0
M,5151,9,8,341450,13, cc,3,n,finland,pitched,10,c,338036,28170,22536,20846,21691,l-snow,y,y,0,1.0
L,5152,13,10,4797864,96, cc,47,n,norway,flat,10,b,2446911,203910,101955,157011,189636,rain,y,y,0,1.0
M,5153,20,1,424105,34, ddd,4,n,sweden,flat,10,c,275669,22973,22973,21824,15851,fine,y,n,1,1.0
L,5154,12,6,1276112,62, cc,12,n,denmark,flat,10,c,778429,64870,51896,43463,40868,l-snow,n,y,0,1.0
M,5155,11,2,297852,33, c,2,n,finland,flat,10,c,193604,16134,12907,14359,15811,l-snow,n,y,1,1.0
L,5156,20,17,3601570,31, c,36,y,uk,flat,10,a,2305005,192084,153667,170955,147905,l-rain,y,y,0,1.0
M,5157,11,1,357543,89, c,3,n,uk,flat,10,b,193074,16090,12872,10459,15285,l-rain,y,y,0,1.0
L,5158,7,1,3017676,36, ccc,30,n,norway,pitched,10,b,2987500,248959,124480,219084,181740,rain,y,n,0,1.0
M,5159,20,11,385530,69, c,3,n,finland,flat,10,c,231318,19277,15422,19277,16964,l-snow,y,y,0,1.0
L,5160,11,4,766074,38, ddd,7,n,uk,flat,10,c,536252,44688,35751,42454,41560,l-rain,y,y,0,1.0
M,5161,6,5,258848,10, bb,2,n,uk,flat,10,b,132013,11002,8801,9681,6601,l-rain,y,y,0,1.0
L,5162,20,7,1138334,51, ddd,11,n,finland,flat,10,b,808218,67352,53882,60617,41085,l-snow,n,n,0,1.0
M,5163,13,6,289238,51, d,2,n,sweden,flat,10,c,225606,18801,18801,16357,16733,fine,y,n,1,1.0
L,5164,20,8,3451258,38, ddd,34,n,sweden,flat,10,a,2415881,201324,201324,128847,140927,fine,y,n,0,1.0
M,5165,14,0,406781,27, bbb,4,n,norway,pitched,10,a,325425,27119,13560,20882,17085,rain,n,n,0,1.0
L,5166,5,4,2442628,64, bb,24,n,sweden,pitched,10,c,2051808,170984,170984,135078,131658,fine,n,y,1,1.0
M,5167,7,6,318684,60, c,3,n,sweden,flat,10,a,223079,18590,18590,16546,15430,fine,n,n,1,1.0
L,5168,17,16,4275633,66, dd,42,y,uk,flat,10,c,2693649,224471,179577,157130,181822,l-rain,y,y,0,1.0
M,5169,14,11,283852,28, c,2,n,uk,flat,10,c,261144,21762,17410,20892,13058,l-rain,n,y,0,1.0
L,5170,13,6,2299381,65, ddd,22,n,sweden,flat,10,b,1724536,143712,143712,133652,96287,fine,n,y,1,1.0
M,5171,5,5,354412,55, c,3,n,uk,pitched,10,c,251633,20970,16776,13631,12792,l-rain,y,n,0,1.0
L,5172,11,9,1444416,83, d,14,y,sweden,pitched,10,b,736653,61388,61388,36833,36833,fine,y,n,0,1.0
M,5173,9,9,297384,76, ccc,2,n,uk,flat,10,b,181405,15118,12094,12699,11943,l-rain,y,y,0,1.0
L,5174,18,4,555461,76, ddd,5,n,norway,flat,10,c,388823,32402,16201,26894,27866,rain,y,y,0,1.0
M,5175,8,2,349889,25, ddd,3,n,finland,pitched,10,b,220431,18370,14696,18002,13961,l-snow,y,y,1,1.0
L,5176,16,12,1599146,96, bb,15,n,sweden,pitched,10,c,1183369,98615,98615,76919,76919,fine,y,n,0,1.0
M,5177,17,3,404517,77, b,4,n,uk,flat,10,c,315524,26294,21035,21824,20510,l-rain,y,n,0,1.0
L,5178,6,3,3203071,86, b,32,n,denmark,flat,10,b,2978857,248239,198591,186179,151426,l-snow,y,y,0,1.0
M,5179,14,5,269482,68, ccc,2,n,finland,pitched,10,c,169774,14148,11319,12451,13299,l-snow,y,n,0,1.0
L,5180,18,7,4795967,92, ddd,47,n,denmark,flat,10,c,2589823,215819,172655,148915,187763,l-snow,y,n,0,1.0
M,5181,10,4,402482,10, b,4,n,sweden,pitched,10,c,354185,29516,29516,20366,22137,fine,y,y,0,1.0
L,5182,14,13,1704831,21, d,17,n,norway,pitched,10,c,903561,75297,37649,72285,58732,rain,n,n,0,1.0
M,5183,15,4,369620,40, bbb,3,n,sweden,flat,10,c,288304,24026,24026,15857,15857,fine,n,y,0,1.0
L,5184,8,6,4484976,100, cc,44,n,denmark,flat,10,c,3274033,272837,218269,240096,231911,l-snow,y,y,0,1.0
M,5185,6,5,455119,15, dd,4,n,norway,pitched,10,c,446017,37169,18585,32708,23045,rain,y,n,0,1.0
L,5186,6,6,3697639,38, bbb,36,y,norway,flat,10,b,2514395,209533,104767,186485,178103,rain,y,y,0,1.0
M,5187,12,3,364951,47, b,3,n,denmark,flat,10,b,328456,27372,21898,20803,16971,l-snow,y,n,0,1.0
L,5188,5,3,3809102,20, bb,38,n,sweden,pitched,10,c,2095007,174584,174584,174584,104751,fine,n,n,1,1.0
M,5189,18,14,255229,41, c,2,n,norway,flat,10,c,237363,19781,9891,15231,14440,rain,y,n,0,1.0
L,5190,17,17,1739316,46, b,17,n,uk,flat,10,c,1721923,143494,114795,86097,130580,l-rain,y,n,0,1.0
M,5191,6,2,451570,25, b,4,n,uk,pitched,10,c,442539,36879,29503,25815,22496,l-rain,n,y,0,1.0
L,5192,18,3,4222290,75, c,42,n,denmark,pitched,10,c,2660043,221671,177337,133003,164036,l-snow,y,n,0,1.0
M,5193,5,1,286187,15, c,2,n,sweden,flat,10,c,174575,14548,14548,10911,10039,fine,y,y,0,1.0
L,5194,9,9,4248550,28, c,42,y,uk,pitched,10,b,2846529,237211,189769,189769,147071,l-rain,y,n,0,1.0
M,5195,7,3,398482,25, dd,3,n,denmark,pitched,10,b,211196,17600,14080,14960,10560,l-snow,y,y,0,1.0
L,5196,7,2,4283522,12, c,42,n,uk,pitched,10,b,3383983,281999,225599,205859,245339,l-rain,n,y,0,1.0
M,5197,15,5,454591,53, ddd,4,n,norway,pitched,10,b,240934,20078,10039,12850,19877,rain,n,n,0,1.0
L,5198,8,7,2532140,39, b,25,n,finland,flat,10,c,1721856,143488,114791,86093,116226,l-snow,n,y,0,1.0
M,5199,17,2,379297,56, ddd,3,n,denmark,pitched,10,b,360333,30028,24023,18017,21921,l-snow,y,y,0,1.0
L,5200,20,8,3994155,30, ddd,39,n,finland,flat,10,b,2316610,193051,154441,179538,127414,l-snow,y,n,0,1.0
M,5201,15,15,474593,24, dd,4,n,norway,flat,10,b,441372,36781,18391,27586,29425,rain,n,y,0,1.0
L,5202,10,5,3890094,91, d,38,n,finland,flat,10,c,2839769,236648,189318,170387,141989,l-snow,n,y,0,1.0
M,5203,10,0,263264,18, ccc,2,n,uk,flat,10,b,165857,13822,11058,9399,13822,l-rain,n,y,0,1.0
L,5204,20,8,1425128,53, ccc,14,y,denmark,pitched,10,b,1282616,106885,85508,73751,66269,l-snow,y,n,0,1.0
M,5205,20,20,325256,82, ddd,3,n,uk,pitched,10,c,169134,14095,11276,11840,8457,l-rain,n,y,0,1.0
L,5206,7,0,2092087,62, ccc,20,n,uk,flat,10,c,1673670,139473,111578,126920,131105,l-rain,n,y,1,1.0
M,5207,17,16,422592,18, c,4,n,uk,pitched,10,c,401463,33456,26765,23085,23754,l-rain,y,n,0,1.0
L,5208,14,11,3296613,50, bb,32,n,finland,flat,10,c,3197715,266477,213181,159886,162551,l-snow,y,y,0,1.0
M,5209,6,6,270583,62, cc,2,n,finland,pitched,10,b,137998,11500,9200,10350,10350,l-snow,n,y,1,1.0
L,5210,11,9,955582,91, cc,9,n,denmark,pitched,10,b,707131,58928,47143,40661,55982,l-snow,y,n,0,1.0
M,5211,14,6,468292,74, bbb,4,n,denmark,flat,10,a,444878,37074,29659,34849,26693,l-snow,n,n,0,1.0
L,5212,11,2,3654890,73, dd,36,n,uk,pitched,10,b,2741168,228431,182745,141627,166755,l-rain,y,y,0,1.0
M,5213,16,9,367202,48, d,3,n,norway,flat,10,a,352514,29377,14689,27320,19683,rain,y,y,0,1.0
L,5214,18,0,2579675,96, c,25,n,denmark,flat,10,c,2115334,176278,141023,123395,153362,l-snow,n,n,0,1.0
M,5215,6,1,421713,33, ccc,4,n,sweden,flat,10,c,387976,32332,32332,27159,28452,fine,n,y,1,1.0
L,5216,13,6,1337802,61, bb,13,y,finland,flat,10,c,923084,76924,61539,60001,76155,l-snow,n,n,0,1.0
M,5217,18,17,274390,42, c,2,n,norway,pitched,10,c,181098,15092,7546,13583,9659,rain,y,n,0,1.0
L,5218,5,4,639535,77, d,6,n,uk,pitched,10,a,486047,40504,32404,27138,27948,l-rain,y,y,0,1.0
M,5219,17,1,276908,83, c,2,n,uk,flat,10,c,221527,18461,14769,15323,18461,l-rain,y,y,0,1.0
L,5220,8,4,4742632,91, ccc,47,n,norway,flat,10,c,2608448,217371,108686,152160,199981,rain,y,n,0,1.0
M,5221,11,10,482580,51, ddd,4,n,norway,pitched,10,a,294374,24532,12266,24532,17418,rain,n,n,0,1.0
L,5222,10,0,3896628,49, dd,38,n,norway,flat,10,c,3000404,250034,125017,207528,152521,rain,n,n,0,1.0
M,5223,12,10,409745,15, bb,4,n,norway,flat,10,c,258140,21512,10756,16995,13338,rain,y,y,0,1.0
L,5224,18,6,3532631,47, d,35,n,norway,flat,10,b,2861432,238453,119227,169302,169302,rain,y,y,0,1.0
M,5225,5,5,396493,35, d,3,n,norway,pitched,10,c,198247,16521,8261,15199,11234,rain,y,y,0,1.0
L,5226,18,2,3795713,61, dd,37,n,finland,flat,10,c,2770871,230906,184725,226288,226288,l-snow,y,y,0,1.0
M,5227,12,10,413156,77, ddd,4,n,denmark,flat,10,c,214842,17904,14323,14323,11280,l-snow,n,y,0,1.0
L,5228,10,9,3316017,35, dd,33,n,finland,flat,10,c,2288052,190671,152537,181138,175418,l-snow,n,y,1,1.0
M,5229,5,0,431338,91, bb,4,n,denmark,pitched,10,a,224296,18692,14954,16449,11215,l-snow,n,y,0,1.0
L,5230,16,16,2934778,29, ddd,29,n,norway,pitched,10,c,2289127,190761,95381,146886,167870,rain,y,y,0,1.0
M,5231,12,2,252004,75, b,2,n,sweden,flat,10,b,194044,16171,16171,10996,14877,fine,n,y,0,1.0
L,5232,9,3,1399323,22, cc,13,n,sweden,flat,10,b,1049493,87458,87458,60346,68217,fine,y,y,0,1.0
M,5233,15,7,348617,40, b,3,n,norway,pitched,10,b,310270,25856,12928,19909,17582,rain,y,y,0,1.0
L,5234,7,3,1586283,11, dd,15,n,sweden,pitched,10,a,999359,83280,83280,58296,50801,fine,y,n,0,1.0
M,5235,20,16,420361,41, b,4,n,uk,pitched,10,b,298457,24872,19898,15918,19898,l-rain,n,y,0,1.0
L,5236,17,12,2017680,51, bb,20,n,denmark,flat,10,a,1190432,99203,79363,82339,76387,l-snow,n,n,0,1.0
M,5237,12,10,480854,88, bb,4,n,uk,pitched,10,b,326981,27249,21799,20709,25069,l-rain,n,n,0,1.0
L,5238,15,2,4050352,37, bb,40,n,norway,flat,10,a,2632729,219395,109698,182098,173322,rain,y,y,0,1.0
M,5239,16,12,355629,79, bbb,3,n,norway,pitched,10,b,298729,24895,12448,17675,24646,rain,y,n,0,1.0
L,5240,18,6,4976654,12, bb,49,n,sweden,flat,10,b,2985993,248833,248833,248833,218973,fine,y,y,1,1.0
M,5241,16,13,464356,20, dd,4,n,sweden,pitched,10,c,436495,36375,36375,36011,34556,fine,y,y,1,1.0
L,5242,19,13,3246493,16, b,32,n,uk,flat,10,b,2369940,197495,157996,140222,167871,l-rain,y,y,0,1.0
M,5243,18,3,344509,16, c,3,n,denmark,pitched,10,c,234267,19523,15618,16985,12495,l-snow,n,n,0,1.0
L,5244,5,4,1259572,38, b,12,y,finland,pitched,10,b,1070637,89220,71376,86544,66915,l-snow,y,y,1,1.0
M,5245,14,6,335303,84, dd,3,n,norway,flat,10,c,254831,21236,10618,13804,19537,rain,y,y,0,1.0
L,5246,7,1,3627452,48, cc,36,n,sweden,pitched,10,c,2974511,247876,247876,205737,151205,fine,n,n,1,1.0
M,5247,16,1,386591,74, bb,3,n,norway,flat,10,b,255151,21263,10632,16585,15522,rain,n,n,0,1.0
L,5248,16,2,1767386,38, b,17,n,norway,flat,10,c,989737,82479,41240,56910,70107,rain,n,n,0,1.0
M,5249,5,5,349018,11, dd,3,n,denmark,pitched,10,b,202431,16870,13496,13327,12821,l-snow,y,n,0,1.0
L,5250,6,2,816107,50, cc,8,n,norway,pitched,10,a,563114,46927,23464,37541,36134,rain,y,n,0,1.0
M,5251,20,8,250131,50, c,2,n,finland,flat,10,c,125066,10423,8338,10006,9276,l-snow,n,y,1,1.0
L,5252,6,3,1807544,45, c,18,y,norway,pitched,10,c,1717167,143098,71549,125926,115909,rain,n,y,0,1.0
M,5253,6,0,361735,9, cc,3,n,finland,pitched,10,b,303858,25322,20258,15700,15447,l-snow,y,y,0,1.0
L,5254,13,5,557495,100, cc,5,n,uk,pitched,10,c,295473,24623,19699,16251,18221,l-rain,n,y,0,1.0
M,5255,6,2,423073,46, dd,4,n,norway,pitched,10,b,334228,27853,13927,25068,16990,rain,y,n,0,1.0
L,5256,20,11,4167048,83, ccc,41,n,uk,pitched,10,b,3833685,319474,255579,201269,239606,l-rain,y,n,0,1.0
M,5257,9,4,321475,12, b,3,n,sweden,pitched,10,a,192885,16074,16074,15914,15914,fine,y,n,1,1.0
L,5258,17,6,2341945,67, d,23,n,denmark,pitched,10,b,2318526,193211,154569,175822,179686,l-snow,n,y,0,1.0
M,5259,20,6,305287,36, d,3,n,finland,flat,10,a,222860,18572,14858,13558,18201,l-snow,n,y,0,1.0
L,5260,14,1,655214,63, dd,6,y,finland,flat,10,c,360368,30031,24025,27328,27028,l-snow,y,y,0,1.0
M,5261,15,13,405519,78, dd,4,n,denmark,flat,10,b,373078,31090,24872,28603,20209,l-snow,y,n,0,1.0
L,5262,19,6,3172665,17, b,31,n,denmark,flat,10,c,2220866,185073,148058,133252,135103,l-snow,y,n,0,1.0
M,5263,18,13,317202,47, bb,3,n,denmark,pitched,10,c,177634,14803,11843,11695,9474,l-snow,n,n,0,1.0
L,5264,9,5,1726006,41, b,17,n,norway,pitched,10,c,1622446,135204,67602,135204,106812,rain,y,n,0,1.0
M,5265,10,8,282596,27, d,2,n,finland,pitched,10,c,234555,19547,15637,15247,16419,l-snow,n,y,0,1.0
L,5266,13,10,2868773,66, bb,28,n,norway,pitched,10,b,1807327,150611,75306,149105,129526,rain,n,n,0,1.0
M,5267,20,4,441123,77, bb,4,n,finland,flat,10,a,238207,19851,15881,14888,17469,l-snow,y,y,0,1.0
L,5268,17,17,4134498,43, bb,41,y,sweden,pitched,10,c,3555669,296306,296306,231119,183710,fine,n,y,1,1.0
M,5269,9,4,396410,74, cc,3,n,finland,pitched,10,c,360734,30062,24049,24651,23749,l-snow,y,y,0,1.0
L,5270,9,5,3024536,70, b,30,n,denmark,flat,10,c,2207912,183993,147195,149035,110396,l-snow,y,y,0,1.0
M,5271,9,9,438458,73, dd,4,n,finland,flat,10,a,425305,35443,28354,25873,35443,l-snow,y,y,0,1.0
L,5272,17,3,654012,16, bb,6,n,finland,flat,10,b,366247,30521,24417,25333,28385,l-snow,n,n,0,1.0
M,5273,5,2,340468,30, dd,3,n,finland,flat,10,a,180449,15038,12030,12030,14136,l-snow,y,y,0,1.0
L,5274,16,11,4081306,79, cc,40,n,norway,flat,10,c,3632363,302697,151349,299670,248212,rain,n,y,0,1.0
M,5275,14,5,345066,79, bbb,3,n,norway,pitched,10,c,196688,16391,8196,11310,15408,rain,y,y,0,1.0
L,5276,6,4,1606396,23, bb,16,n,norway,flat,10,c,1461821,121819,60910,119382,79182,rain,n,n,0,1.0
M,5277,20,1,406618,71, b,4,n,norway,pitched,10,a,260236,21687,10844,17566,17783,rain,y,y,0,1.0
L,5278,14,10,4938893,97, dd,49,n,denmark,flat,10,a,2815170,234598,187678,145451,180641,l-snow,n,y,0,1.0
M,5279,15,11,387439,7, ddd,3,n,finland,flat,10,c,352570,29381,23505,18510,20273,l-snow,n,y,0,1.0
L,5280,17,9,1047011,44, cc,10,n,denmark,pitched,10,a,628207,52351,41881,46592,51828,l-snow,y,n,0,1.0
M,5281,18,5,383043,37, ddd,3,n,denmark,pitched,10,c,241318,20110,16088,19909,15284,l-snow,y,y,1,1.0
L,5282,8,3,3258592,74, ddd,32,n,finland,flat,10,c,2541702,211809,169447,135558,167329,l-snow,y,y,0,1.0
M,5283,5,4,476452,8, b,4,n,sweden,flat,10,b,271578,22632,22632,17200,20595,fine,n,n,0,1.0
L,5284,6,3,2372344,53, ddd,23,n,finland,flat,10,c,1897876,158157,126526,120199,154994,l-snow,y,n,0,1.0
M,5285,9,7,327724,21, cc,3,n,denmark,pitched,10,a,278566,23214,18572,18339,21125,l-snow,y,y,0,1.0
L,5286,5,1,4133154,77, dd,41,n,finland,pitched,10,c,3554513,296210,236968,192537,284361,l-snow,y,y,0,1.0
M,5287,17,12,271019,71, bb,2,n,norway,pitched,10,c,208685,17391,8696,10956,12695,rain,y,n,0,1.0
L,5288,19,3,2998722,83, ccc,29,n,uk,pitched,10,a,1919183,159932,127946,139141,95960,l-rain,y,n,0,1.0
M,5289,14,14,440912,63, b,4,n,sweden,pitched,10,c,220456,18372,18372,14146,12860,fine,n,y,1,1.0
L,5290,5,3,4088615,95, bbb,40,n,uk,flat,10,c,2984689,248725,198980,241263,221365,l-rain,y,n,0,1.0
M,5291,13,6,395219,33, cc,3,n,norway,flat,10,c,233180,19432,9716,12825,18849,rain,n,y,0,1.0
L,5292,16,11,1845585,60, b,18,n,uk,flat,10,a,1254998,104584,83667,98309,71117,l-rain,y,y,0,1.0
M,5293,14,0,346041,28, d,3,n,norway,flat,10,c,200704,16726,8363,14050,13381,rain,y,y,0,1.0
L,5294,15,4,1610243,6, b,16,n,finland,pitched,10,c,1030556,85880,68704,61834,76433,l-snow,y,n,0,1.0
M,5295,17,12,387697,25, b,3,n,finland,flat,10,c,302404,25201,20161,21925,16129,l-snow,y,y,0,1.0
L,5296,20,6,1370534,98, b,13,y,uk,pitched,10,b,1055312,87943,70355,62440,58922,l-rain,y,y,0,1.0
M,5297,11,2,431707,88, d,4,n,norway,flat,10,b,250391,20866,10433,13981,18362,rain,y,n,0,1.0
L,5298,16,11,1028599,88, ccc,10,n,finland,pitched,10,b,606874,50573,40459,30344,45010,l-snow,y,y,0,1.0
M,5299,7,5,404451,41, c,4,n,finland,pitched,10,c,364006,30334,24268,20628,30031,l-snow,y,y,0,1.0
L,5300,13,3,3291297,73, ccc,32,n,norway,flat,10,b,2205169,183765,91883,167226,172739,rain,n,y,0,1.0
M,5301,5,5,304471,77, ccc,3,n,denmark,flat,10,c,170504,14209,11367,8526,14067,l-snow,y,n,0,1.0
L,5302,14,9,554286,86, dd,5,n,uk,pitched,10,c,299315,24943,19955,24445,17959,l-rain,n,y,0,1.0
M,5303,15,9,250012,43, dd,2,n,uk,pitched,10,b,140007,11668,9334,10268,8051,l-rain,n,y,0,1.0
L,5304,10,10,2247659,19, bbb,22,n,finland,flat,10,b,1595838,132987,106390,102400,126338,l-snow,y,y,0,1.0
M,5305,20,10,336127,20, b,3,n,uk,pitched,10,b,191593,15967,12773,10698,12614,l-rain,n,y,0,1.0
L,5306,9,2,4980123,15, bb,49,y,denmark,flat,10,b,3884496,323708,258967,239544,239544,l-snow,n,y,0,1.0
M,5307,15,3,319588,41, bb,3,n,sweden,flat,10,a,198145,16513,16513,11889,15357,fine,y,y,1,1.0
L,5308,20,15,3960801,99, ddd,39,n,denmark,pitched,10,c,2257657,188139,150511,126053,137341,l-snow,n,n,0,1.0
M,5309,9,5,391315,25, bbb,3,n,denmark,flat,10,a,367837,30654,24523,22071,19925,l-snow,y,n,0,1.0
L,5310,15,0,3691140,49, cc,36,n,denmark,flat,10,a,1993216,166102,132882,124576,144509,l-snow,y,y,0,1.0
M,5311,12,7,330784,28, ddd,3,n,finland,flat,10,b,254704,21226,16981,17830,15919,l-snow,y,n,0,1.0
L,5312,14,5,3432474,14, cc,34,n,uk,flat,10,a,3123552,260296,208237,182208,216046,l-rain,n,y,0,1.0
M,5313,9,7,494880,100, cc,4,n,denmark,flat,10,b,301877,25157,20126,15597,19622,l-snow,n,y,0,1.0
L,5314,13,2,3598219,85, b,35,n,uk,pitched,10,c,1871074,155923,124739,151246,118502,l-rain,y,n,1,1.0
M,5315,9,5,259879,77, c,2,n,sweden,pitched,10,c,202706,16893,16893,11318,11656,fine,y,y,0,1.0
L,5316,7,1,3964884,76, ccc,39,y,finland,pitched,10,c,2022091,168508,134807,151657,134807,l-snow,y,y,1,1.0
M,5317,5,0,465179,42, dd,4,n,uk,flat,10,c,283760,23647,18918,15844,14188,l-rain,y,n,0,1.0
L,5318,15,14,2458652,97, ccc,24,n,uk,flat,10,c,1548951,129080,103264,122626,117463,l-rain,y,n,1,1.0
M,5319,9,0,382263,21, dd,3,n,uk,flat,10,c,370796,30900,24720,29664,30591,l-rain,y,n,0,1.0
L,5320,15,11,2876332,63, dd,28,n,denmark,flat,10,c,1754563,146214,116971,114047,130131,l-snow,y,y,0,1.0
M,5321,17,1,263237,81, b,2,n,uk,pitched,10,c,155310,12943,10354,9966,10613,l-rain,y,n,0,1.0
L,5322,11,1,4602880,79, ddd,46,y,uk,flat,10,a,2577613,214802,171841,131029,135325,l-rain,n,y,0,1.0
M,5323,10,2,313301,39, d,3,n,denmark,flat,10,b,209912,17493,13995,14519,11196,l-snow,y,n,0,1.0
L,5324,18,4,4634381,66, dd,46,n,sweden,pitched,10,c,4356319,363027,363027,352136,272270,fine,y,y,1,1.0
M,5325,13,4,455779,40, c,4,n,uk,pitched,10,c,341835,28487,22789,23074,17092,l-rain,y,y,0,1.0
L,5326,15,3,3681258,11, ddd,36,y,finland,pitched,10,b,2024692,168725,134980,158601,118108,l-snow,y,n,0,1.0
M,5327,9,6,406225,95, ddd,4,n,denmark,pitched,10,b,361541,30129,24103,18379,23501,l-snow,n,n,0,1.0
L,5328,13,10,3183693,60, dd,31,y,norway,pitched,10,a,1973890,164491,82246,113499,159557,rain,y,n,0,1.0
